ticker,dir,setup_date,fill_date,exit_date,exit_type,entry_px,exit_px,stop_px,hold_sessions,gross_bps,risk_bps,r_multiple,penetration_bps,asset_class
SPY,long,2012-04-10,2012-04-11,2012-04-16,time_moc,107.1305,106.9432,105.9266,3,-17.481,112.376,-0.156,53.306,equity
TLT,short,2012-04-10,2012-04-11,2012-04-16,time_moc,78.3154,78.9652,79.3948,3,-82.966,137.825,-0.602,92.574,bond
DBC,long,2012-04-16,2012-04-17,2012-04-18,stop,23.8244,23.6453,23.6453,1,-75.17,75.17,-1.0,60.326,commodity
IEF,short,2012-04-23,2012-04-24,2012-04-27,time_moc,77.6728,77.8154,77.9138,3,-18.364,31.036,-0.592,28.462,bond
TLT,short,2012-04-23,2012-04-24,2012-04-27,time_moc,79.5846,79.3848,80.1528,3,25.107,71.4,0.352,68.887,bond
TLT,short,2012-05-04,2012-05-07,2012-05-08,stop_gap,80.1328,80.5266,80.1974,1,-49.138,8.052,-6.102,5.557,bond
EFA,long,2012-05-30,2012-05-31,2012-06-01,stop_gap,30.8555,30.3129,30.6775,1,-175.843,57.669,-3.049,35.588,equity
EEM,long,2012-06-01,2012-06-04,2012-06-07,time_moc,26.8911,27.9961,26.8006,3,410.884,33.651,12.21,13.605,equity
EEM,short,2012-06-15,2012-06-18,2012-06-19,stop_gap,28.3473,28.8302,28.5475,1,-170.366,70.641,-2.412,20.651,equity
SPY,short,2012-06-15,2012-06-18,2012-06-19,stop_gap,104.7483,105.9521,105.3189,1,-114.925,54.477,-2.11,52.568,equity
DBC,short,2012-06-29,2012-07-02,2012-07-03,stop_gap,21.5909,22.1927,21.8815,1,-278.731,134.566,-2.071,125.303,commodity
EEM,short,2012-07-03,2012-07-05,2012-07-10,time_moc,29.2227,28.2867,29.5703,3,320.292,118.969,2.692,112.125,equity
UUP,short,2012-07-06,2012-07-09,2012-07-10,stop,19.129,19.1992,19.1992,1,-36.658,36.658,-1.0,26.203,dollar
IEF,short,2012-07-23,2012-07-24,2012-07-25,stop,81.021,81.2753,81.2753,1,-31.387,31.387,-1.0,21.016,bond
TLT,short,2012-07-23,2012-07-24,2012-07-25,stop_gap,88.8109,89.683,89.5636,1,-98.197,84.747,-1.159,63.675,bond
UUP,long,2012-08-03,2012-08-06,2012-08-07,stop_gap,18.9151,18.8466,18.8868,1,-36.203,14.989,-2.415,4.416,dollar
UUP,long,2012-08-31,2012-09-04,2012-09-07,stop_gap,18.6394,18.4373,18.561,3,-108.448,42.103,-2.576,31.373,dollar
EFA,short,2012-09-07,2012-09-10,2012-09-11,stop,34.9683,35.3055,35.3055,1,-96.449,96.449,-1.0,90.73,equity
DBC,long,2012-09-19,2012-09-20,2012-09-25,time_moc,23.9359,23.9766,23.8229,3,17.015,47.208,0.36,38.853,commodity
DBC,long,2012-09-26,2012-09-27,2012-10-02,time_moc,24.002,24.1542,23.62,3,63.403,159.15,0.398,84.537,commodity
EFA,long,2012-10-10,2012-10-11,2012-10-16,time_moc,35.3087,36.0755,34.8361,3,217.148,133.869,1.622,35.567,equity
SPY,long,2012-10-12,2012-10-15,2012-10-18,time_moc,112.9444,114.9868,112.4219,3,180.829,46.267,3.908,25.832,equity
IEF,long,2012-10-17,2012-10-18,2012-10-19,stop,79.6052,79.4911,79.4911,1,-14.33,14.33,-1.0,9.401,bond
EFA,short,2012-10-17,2012-10-18,2012-10-23,time_moc,36.287,35.2625,36.4622,3,282.332,48.293,5.846,32.787,equity
UUP,long,2012-10-17,2012-10-18,2012-10-23,time_moc,18.1115,18.3036,18.0514,3,106.088,33.196,3.196,18.45,dollar
GLD,long,2012-10-19,2012-10-22,2012-10-23,stop_gap,167.54,166.04,166.22,1,-89.531,78.787,-1.136,77.594,commodity
TLT,long,2012-10-18,2012-10-19,2012-10-24,time_moc,82.5749,83.2935,82.1796,3,87.019,47.877,1.818,45.455,bond
DBC,long,2012-11-02,2012-11-05,2012-11-08,time_moc,23.1074,23.1481,22.9183,3,17.625,81.83,0.215,73.174,commodity
IEF,short,2012-11-07,2012-11-08,2012-11-09,stop_gap,80.5616,80.9257,80.8091,1,-45.194,30.727,-1.471,28.244,bond
SPY,long,2012-11-07,2012-11-08,2012-11-09,stop_gap,110.7149,108.5206,109.6462,1,-198.193,96.534,-2.053,94.728,equity
EEM,long,2012-11-13,2012-11-14,2012-11-15,stop_gap,30.2416,29.7899,29.9946,1,-149.364,81.661,-1.829,73.457,equity
EFA,short,2012-11-23,2012-11-26,2012-11-28,stop,35.8275,36.059,36.059,2,-64.618,64.618,-1.0,59.035,equity
IEF,long,2012-12-13,2012-12-14,2012-12-17,stop,80.5039,80.3394,80.3394,1,-20.431,20.431,-1.0,17.947,bond
SPY,short,2012-12-18,2012-12-19,2012-12-24,time_moc,113.9753,113.0466,114.7444,3,81.482,67.482,1.207,65.727,equity
IEF,long,2013-01-28,2013-01-29,2013-01-30,stop_gap,79.2857,79.0219,79.0268,1,-33.269,32.648,-1.019,30.125,bond
GLD,long,2013-02-11,2013-02-12,2013-02-13,stop,160.03,159.24,159.24,1,-49.366,49.366,-1.0,48.116,commodity
EEM,long,2013-02-21,2013-02-22,2013-02-25,stop,32.3276,31.945,31.945,1,-118.354,118.354,-1.0,101.429,equity
EFA,long,2013-02-21,2013-02-22,2013-02-25,stop,38.836,38.3449,38.3449,1,-126.456,126.456,-1.0,79.146,equity
SPY,long,2013-02-25,2013-02-26,2013-03-01,time_moc,118.8995,120.7975,118.3177,3,159.631,48.931,3.262,24.712,equity
DBC,short,2013-03-27,2013-03-28,2013-04-03,time_moc,23.1904,22.5901,23.3272,3,258.841,58.997,4.387,40.102,commodity
UUP,short,2013-03-27,2013-03-28,2013-04-03,time_moc,18.9035,18.8132,18.9652,3,47.741,32.677,1.461,22.097,dollar
EEM,long,2013-04-04,2013-04-05,2013-04-08,stop_gap,31.1005,30.8893,30.8942,1,-67.912,66.335,-1.024,59.904,equity
UUP,long,2013-04-11,2013-04-12,2013-04-16,stop,18.6979,18.6445,18.6445,2,-28.568,28.568,-1.0,17.872,dollar
EEM,long,2013-04-15,2013-04-16,2013-04-17,stop,31.0682,30.4098,30.4098,1,-211.902,211.902,-1.0,23.986,equity
TLT,short,2013-05-01,2013-05-02,2013-05-07,time_moc,85.7801,83.4514,86.3089,3,271.465,61.65,4.403,59.318,bond
UUP,short,2013-05-10,2013-05-13,2013-05-14,stop,18.8701,18.9485,18.9485,1,-41.589,41.589,-1.0,30.99,dollar
EFA,short,2013-05-20,2013-05-21,2013-05-22,stop_gap,42.197,42.4576,42.4008,1,-61.758,48.292,-1.279,28.504,equity
SPY,long,2013-06-05,2013-06-06,2013-06-11,time_moc,128.9706,130.1012,128.5198,3,87.67,34.949,2.509,33.398,equity
TLT,long,2013-06-10,2013-06-11,2013-06-12,stop,78.6069,78.2262,78.2262,1,-48.427,48.427,-1.0,45.883,bond
SPY,long,2013-06-20,2013-06-21,2013-06-24,stop_gap,128.0151,126.2268,126.8048,1,-139.689,94.542,-1.478,79.136,equity
IEF,long,2013-07-05,2013-07-08,2013-07-11,time_moc,76.0724,76.6772,75.5539,3,79.506,68.161,1.166,65.532,bond
TLT,long,2013-07-05,2013-07-08,2013-07-11,time_moc,75.0299,75.2263,74.072,3,26.184,127.667,0.205,125.001,bond
SPY,short,2013-07-09,2013-07-10,2013-07-11,stop_gap,132.2892,134.0053,132.5879,1,-129.721,22.578,-5.745,12.953,equity
EFA,short,2013-07-11,2013-07-12,2013-07-17,stop_gap,40.748,41.3275,41.0989,3,-142.212,86.108,-1.652,47.811,equity
EFA,short,2013-07-17,2013-07-18,2013-07-19,stop,41.0789,41.3375,41.3375,1,-62.955,62.955,-1.0,58.086,equity
EEM,short,2013-07-23,2013-07-24,2013-07-29,time_moc,30.1148,29.6945,30.3915,3,139.584,91.883,1.519,85.241,equity
EFA,short,2013-08-02,2013-08-05,2013-08-06,stop_gap,41.8356,42.0569,42.0533,1,-52.907,52.038,-1.017,47.257,equity
TLT,long,2013-08-13,2013-08-14,2013-08-15,stop_gap,73.4597,72.8202,73.2998,1,-87.064,21.767,-4.0,19.045,bond
SPY,long,2013-08-27,2013-08-28,2013-08-30,stop,131.6737,130.8679,130.8679,2,-61.201,61.201,-1.0,59.682,equity
EEM,long,2013-08-27,2013-08-28,2013-09-03,time_moc,28.3304,28.8866,28.1292,3,196.346,71.019,2.765,63.96,equity
IEF,long,2013-09-05,2013-09-06,2013-09-11,time_moc,74.9224,75.0205,74.3768,3,13.091,72.828,0.18,58.466,bond
IEF,short,2013-09-18,2013-09-19,2013-09-24,time_moc,76.0502,76.7557,76.5771,3,-92.763,69.277,-1.339,66.647,bond
DBC,long,2013-10-01,2013-10-02,2013-10-07,time_moc,21.7108,22.0321,21.4895,3,147.975,101.958,1.451,70.094,commodity
GLD,long,2013-10-01,2013-10-02,2013-10-07,time_moc,125.37,127.64,123.8,3,181.064,125.23,1.446,106.884,commodity
GLD,long,2013-10-11,2013-10-14,2013-10-17,time_moc,123.9,127.42,121.84,3,284.1,166.263,1.709,158.192,commodity
TLT,long,2013-11-20,2013-11-21,2013-11-26,time_moc,72.6062,73.7525,72.3676,3,157.886,32.859,4.805,30.104,bond
SPY,short,2013-11-22,2013-11-25,2013-11-26,stop,145.4382,145.7241,145.7241,1,-19.659,19.659,-1.0,18.284,equity
TLT,long,2013-12-27,2013-12-30,2013-12-31,stop,72.4756,72.1392,72.1392,1,-46.412,46.412,-1.0,19.284,bond
DBC,long,2014-01-03,2014-01-06,2014-01-08,stop_gap,21.2966,21.2036,21.2189,2,-43.668,36.454,-1.198,19.849,commodity
GLD,short,2014-01-13,2014-01-14,2014-01-17,time_moc,120.54,120.93,121.05,3,-32.354,42.31,-0.765,22.4,commodity
IEF,short,2014-01-13,2014-01-14,2014-01-17,time_moc,76.4533,76.6507,76.6683,3,-25.819,28.121,-0.918,9.549,bond
UUP,short,2014-01-17,2014-01-21,2014-01-24,time_moc,18.2184,18.0614,18.2551,3,86.22,20.149,4.279,9.171,dollar
SPY,short,2014-02-28,2014-03-03,2014-03-04,stop,149.6001,151.6356,151.6356,1,-136.06,136.06,-1.0,54.157,equity
UUP,long,2014-02-28,2014-03-03,2014-03-06,time_moc,17.921,17.8358,17.8258,3,-47.534,53.114,-0.895,41.954,dollar
DBC,short,2014-03-03,2014-03-04,2014-03-07,time_moc,22.235,22.2266,22.4902,3,3.802,114.764,0.033,95.057,commodity
GLD,short,2014-03-03,2014-03-04,2014-03-07,time_moc,128.54,129.09,130.6,3,-42.788,160.262,-0.267,82.464,commodity
EEM,short,2014-03-06,2014-03-07,2014-03-12,time_moc,30.359,29.6277,30.6509,3,240.903,96.143,2.506,87.83,equity
EFA,short,2014-03-06,2014-03-07,2014-03-12,time_moc,46.6611,45.729,46.9012,3,199.757,51.445,3.883,47.159,equity
UUP,long,2014-03-12,2014-03-13,2014-03-14,stop,17.8207,17.7924,17.7924,1,-15.911,15.911,-1.0,4.688,dollar
IEF,long,2014-04-02,2014-04-03,2014-04-08,time_moc,77.0614,77.8137,76.9642,3,97.63,12.606,7.745,10.011,bond
TLT,short,2014-05-01,2014-05-02,2014-05-05,stop_gap,79.9309,80.8051,80.3278,1,-109.378,49.664,-2.202,32.379,bond
DBC,long,2014-05-09,2014-05-12,2014-05-15,time_moc,22.1336,22.1843,22.0221,3,22.918,50.355,0.455,19.099,commodity
EFA,short,2014-05-27,2014-05-28,2014-05-29,stop_gap,47.3694,47.6407,47.637,1,-57.275,56.483,-1.014,52.261,equity
TLT,short,2014-05-28,2014-05-29,2014-06-03,time_moc,81.9775,80.1589,82.3057,3,221.846,40.028,5.542,37.588,bond
SPY,short,2014-06-18,2014-06-19,2014-06-20,stop_gap,159.5272,160.2853,159.8076,1,-47.522,17.577,-2.704,16.323,equity
IEF,long,2014-06-17,2014-06-18,2014-06-23,time_moc,78.6062,78.6674,78.3894,3,7.795,27.58,0.283,3.898,bond
EFA,short,2014-07-03,2014-07-07,2014-07-10,time_moc,48.395,47.5073,48.8278,3,183.433,89.415,2.051,28.658,equity
DBC,long,2014-07-09,2014-07-10,2014-07-11,stop,21.9829,21.8868,21.8868,1,-43.711,43.711,-1.0,34.613,commodity
IEF,short,2014-07-17,2014-07-18,2014-07-23,time_moc,79.5248,79.742,79.8518,3,-27.31,41.111,-0.664,38.596,bond
GLD,long,2014-07-24,2014-07-25,2014-07-30,time_moc,124.48,124.83,123.89,3,28.117,47.397,0.593,36.954,commodity
GLD,long,2014-07-31,2014-08-01,2014-08-06,time_moc,124.54,125.67,123.22,3,90.734,105.99,0.856,53.798,commodity
UUP,short,2014-08-05,2014-08-06,2014-08-07,stop,18.16,18.1967,18.1967,1,-20.214,20.214,-1.0,9.201,dollar
TLT,short,2014-08-07,2014-08-08,2014-08-11,stop,83.5971,83.621,83.621,1,-2.867,2.867,-1.0,0.475,bond
EEM,long,2014-08-07,2014-08-08,2014-08-13,time_moc,33.4095,34.2158,33.1154,3,241.325,88.031,2.741,59.757,equity
IEF,short,2014-08-15,2014-08-18,2014-08-21,time_moc,80.3835,80.2551,80.9109,3,15.971,65.612,0.243,63.124,bond
EEM,short,2014-08-19,2014-08-20,2014-08-25,time_moc,34.5076,34.6151,34.6942,3,-31.153,54.077,-0.576,8.9,equity
GLD,long,2014-08-21,2014-08-22,2014-08-27,time_moc,123.24,123.32,122.44,3,6.491,64.915,0.1,63.292,commodity
DBC,long,2014-09-02,2014-09-03,2014-09-04,stop,20.9584,20.8216,20.8216,1,-65.28,65.28,-1.0,24.204,commodity
EEM,short,2014-09-03,2014-09-04,2014-09-05,stop,34.989,35.1703,35.1703,1,-51.802,51.802,-1.0,46.086,equity
EFA,short,2014-09-03,2014-09-04,2014-09-09,time_moc,47.3353,46.5703,47.5455,3,161.612,44.413,3.639,40.188,equity
UUP,short,2014-09-17,2014-09-18,2014-09-19,stop,18.7715,18.8483,18.8483,1,-40.93,40.93,-1.0,26.702,dollar
SPY,long,2014-09-25,2014-09-26,2014-09-29,stop_gap,162.2168,161.1742,161.2217,1,-64.273,61.344,-1.048,60.111,equity
DBC,long,2014-09-30,2014-10-01,2014-10-02,stop_gap,19.7425,19.3859,19.5703,1,-180.64,87.212,-2.071,77.082,commodity
IEF,short,2014-10-01,2014-10-02,2014-10-07,stop_gap,80.2683,80.5948,80.489,3,-40.668,27.495,-1.479,25.004,bond
SPY,short,2014-10-28,2014-10-29,2014-10-30,stop,162.8893,163.0079,163.0079,1,-7.279,7.279,-1.0,6.052,equity
DBC,long,2014-11-04,2014-11-05,2014-11-06,stop,18.449,18.3698,18.3698,1,-42.919,42.919,-1.0,32.078,commodity
DBC,long,2014-11-13,2014-11-14,2014-11-19,time_moc,18.2968,18.0332,18.0232,3,-144.086,149.551,-0.963,138.62,commodity
DBC,long,2014-11-19,2014-11-20,2014-11-25,time_moc,18.1262,18.1346,18.0147,3,4.664,61.487,0.076,4.664,commodity
EEM,short,2014-11-21,2014-11-24,2014-11-28,time_moc,32.4113,31.8661,32.6133,3,168.206,62.313,2.699,30.798,equity
UUP,short,2014-11-21,2014-11-24,2014-11-28,time_moc,19.5718,19.6069,19.6252,3,-17.914,27.292,-0.656,17.073,dollar
EEM,long,2014-12-01,2014-12-02,2014-12-05,time_moc,31.4231,31.3901,31.2726,3,-10.513,47.906,-0.219,41.541,equity
GLD,short,2014-12-01,2014-12-02,2014-12-05,time_moc,115.13,114.43,117.37,3,60.801,194.563,0.312,121.602,commodity
SPY,long,2014-12-10,2014-12-11,2014-12-12,stop_gap,167.4832,166.4645,166.6928,1,-60.82,47.194,-1.289,13.734,equity
UUP,short,2014-12-19,2014-12-22,2014-12-23,stop_gap,19.8308,19.9744,19.8758,1,-72.445,22.724,-3.188,12.638,dollar
EFA,long,2015-01-05,2015-01-06,2015-01-07,stop_gap,42.1276,41.939,41.9646,1,-44.762,38.692,-1.157,33.945,equity
GLD,short,2015-01-12,2015-01-13,2015-01-14,stop_gap,118.37,119.08,118.72,1,-59.982,29.568,-2.029,27.879,commodity
IEF,short,2015-01-28,2015-01-29,2015-01-30,stop_gap,85.0304,85.6894,85.3971,1,-77.505,43.12,-1.797,20.972,bond
EFA,short,2015-02-03,2015-02-04,2015-02-05,stop,44.3977,44.873,44.873,1,-107.06,107.06,-1.0,102.555,equity
UUP,short,2015-02-26,2015-02-27,2015-03-02,stop,21.0337,21.0788,21.0788,1,-21.423,21.423,-1.0,11.915,dollar
DBC,long,2015-03-06,2015-03-09,2015-03-10,stop_gap,14.932,14.6261,14.8105,1,-204.865,81.337,-2.519,67.943,commodity
SPY,long,2015-03-11,2015-03-12,2015-03-17,time_moc,169.5474,171.7777,168.8271,3,131.541,42.488,3.096,13.641,equity
IEF,short,2015-03-18,2015-03-19,2015-03-23,stop,83.8249,84.3897,84.3897,2,-67.387,67.387,-1.0,65.001,bond
IEF,short,2015-04-01,2015-04-02,2015-04-06,stop_gap,84.6497,84.8824,84.8144,1,-27.479,19.457,-1.412,17.094,bond
EFA,short,2015-04-15,2015-04-16,2015-04-21,time_moc,47.2505,47.4028,47.491,3,-32.229,50.908,-0.633,46.675,equity
GLD,long,2015-04-24,2015-04-27,2015-04-30,time_moc,113.87,113.47,112.76,3,-35.128,97.48,-0.36,56.205,commodity
UUP,long,2015-05-06,2015-05-07,2015-05-12,time_moc,20.7781,20.7597,20.616,3,-8.833,77.976,-0.113,68.35,dollar
EFA,short,2015-05-14,2015-05-15,2015-05-20,time_moc,48.4101,48.4201,48.6436,3,-2.066,48.22,-0.043,44.088,equity
TLT,long,2015-05-19,2015-05-20,2015-05-26,time_moc,87.4834,90.2014,87.002,3,310.685,55.029,5.646,42.94,bond
EEM,long,2015-05-26,2015-05-27,2015-05-28,stop_gap,32.7707,32.27,32.6494,1,-152.792,37.002,-4.129,30.899,equity
UUP,short,2015-05-26,2015-05-27,2015-05-28,stop_gap,21.3428,21.3946,21.3879,1,-24.257,21.114,-1.149,11.743,dollar
IEF,long,2015-06-03,2015-06-04,2015-06-05,stop_gap,82.2512,81.5977,81.7206,1,-79.451,64.515,-1.232,62.083,bond
TLT,long,2015-06-03,2015-06-04,2015-06-09,stop_gap,87.2955,86.4097,86.5031,3,-101.472,90.779,-1.118,57.15,bond
SPY,long,2015-06-08,2015-06-09,2015-06-12,time_moc,173.102,174.2453,172.8912,3,66.047,12.179,5.423,11.024,equity
EEM,long,2015-06-15,2015-06-16,2015-06-17,stop,31.0181,30.8891,30.8891,1,-41.604,41.604,-1.0,35.157,equity
TLT,long,2015-06-26,2015-06-29,2015-07-02,time_moc,86.3359,85.8158,84.7905,3,-60.247,178.997,-0.337,32.49,bond
EEM,long,2015-06-29,2015-06-30,2015-07-06,stop_gap,31.184,30.3836,30.6168,3,-256.668,181.869,-1.411,62.334,equity
EFA,long,2015-06-29,2015-06-30,2015-07-06,stop_gap,46.5682,45.3166,45.9794,3,-268.759,126.429,-2.126,34.624,equity
SPY,long,2015-06-29,2015-06-30,2015-07-06,time_moc,172.8001,172.3499,171.181,3,-26.054,93.698,-0.278,65.359,equity
DBC,long,2015-07-20,2015-07-21,2015-07-22,stop_gap,14.1457,13.9582,14.0074,1,-132.578,97.811,-1.355,83.673,commodity
SPY,short,2015-07-20,2015-07-21,2015-07-24,time_moc,177.1105,173.4171,177.7458,3,208.539,35.87,5.814,27.774,equity
EEM,long,2015-07-27,2015-07-28,2015-07-31,time_moc,28.8242,29.1281,28.4511,3,105.425,129.445,0.814,122.507,equity
TLT,short,2015-08-07,2015-08-10,2015-08-11,stop,91.497,92.3151,92.3151,1,-89.416,89.416,-1.0,60.773,bond
UUP,long,2015-08-12,2015-08-13,2015-08-18,time_moc,21.0772,21.1691,20.9251,3,43.599,72.125,0.604,47.563,dollar
TLT,short,2015-08-20,2015-08-21,2015-08-24,stop_gap,93.1922,95.1299,93.5014,1,-207.92,33.173,-6.268,31.027,bond
IEF,long,2015-09-15,2015-09-16,2015-09-17,stop_gap,83.1534,83.0386,83.0757,1,-13.805,9.342,-1.478,6.937,bond
GLD,short,2015-09-24,2015-09-25,2015-09-30,time_moc,109.76,106.86,110.83,3,264.212,97.486,2.71,95.664,commodity
EEM,short,2015-10-07,2015-10-08,2015-10-09,stop_gap,27.6371,28.3826,27.9845,1,-269.732,125.708,-2.146,85.18,equity
EFA,short,2015-10-09,2015-10-12,2015-10-15,time_moc,44.0795,44.3544,44.2776,3,-62.367,44.94,-1.388,27.901,equity
UUP,long,2015-10-14,2015-10-15,2015-10-20,time_moc,20.5609,20.6344,20.3988,3,35.767,78.799,0.454,69.072,dollar
EFA,short,2015-10-15,2015-10-16,2015-10-21,time_moc,44.2576,43.9638,44.3861,3,66.394,29.039,2.286,24.52,equity
EEM,short,2015-10-23,2015-10-26,2015-10-29,time_moc,28.3355,27.3154,28.5888,3,360.011,89.377,4.028,44.309,equity
DBC,long,2015-10-27,2015-10-28,2015-11-02,time_moc,12.6224,12.783,12.5532,3,127.26,54.808,2.322,33.49,commodity
TLT,long,2015-11-03,2015-11-04,2015-11-05,stop,90.5931,90.1213,90.1213,1,-52.075,52.075,-1.0,49.868,bond
UUP,short,2015-11-17,2015-11-18,2015-11-23,time_moc,21.6352,21.7037,21.7137,3,-31.651,36.273,-0.873,27.029,dollar
GLD,long,2015-11-27,2015-11-30,2015-12-02,stop,101.99,100.98,100.98,2,-99.03,99.03,-1.0,97.069,commodity
IEF,short,2015-12-01,2015-12-02,2015-12-07,time_moc,84.0222,83.6973,84.2595,3,38.664,28.24,1.369,25.86,bond
DBC,long,2015-12-02,2015-12-03,2015-12-07,stop_gap,11.9291,11.8361,11.843,2,-77.959,72.167,-1.08,21.261,commodity
UUP,long,2015-12-03,2015-12-04,2015-12-09,time_moc,21.3194,21.144,21.1925,3,-82.289,59.55,-1.382,19.593,dollar
UUP,long,2015-12-09,2015-12-10,2015-12-15,time_moc,21.2192,21.3361,21.1006,3,55.119,55.893,0.986,43.307,dollar
IEF,short,2015-12-11,2015-12-14,2015-12-17,time_moc,84.005,83.65,84.4803,3,42.253,56.589,0.747,26.291,bond
SPY,long,2015-12-11,2015-12-14,2015-12-17,time_moc,169.4511,171.6871,168.8696,3,131.958,34.317,3.845,33.137,equity
TLT,short,2015-12-11,2015-12-14,2015-12-17,time_moc,91.9949,91.6385,92.8075,3,38.742,88.334,0.439,86.16,bond
GLD,long,2015-12-17,2015-12-18,2015-12-23,time_moc,101.35,102.31,100.22,3,94.721,111.494,0.85,29.6,commodity
UUP,short,2016-01-05,2016-01-06,2016-01-11,time_moc,21.5517,21.4531,21.6469,3,45.751,44.166,1.036,34.886,dollar
IEF,short,2016-01-08,2016-01-11,2016-01-12,stop,84.3564,84.6982,84.6982,1,-40.518,40.518,-1.0,25.827,bond
IEF,short,2016-01-29,2016-02-01,2016-02-02,stop_gap,85.9264,86.4099,86.2624,1,-56.272,39.103,-1.439,36.776,bond
EFA,long,2016-02-11,2016-02-12,2016-02-18,time_moc,37.6093,39.3946,37.166,3,474.698,117.866,4.027,112.548,equity
SPY,short,2016-02-22,2016-02-23,2016-02-25,stop,163.5533,164.3642,164.3642,2,-49.58,49.58,-1.0,19.072,equity
EEM,short,2016-02-22,2016-02-23,2016-02-26,time_moc,24.4179,23.9557,24.7068,3,189.295,118.325,1.6,81.593,equity
EEM,short,2016-03-11,2016-03-14,2016-03-17,stop_gap,26.2568,26.7529,26.476,3,-188.952,83.495,-2.263,75.878,equity
TLT,long,2016-03-11,2016-03-14,2016-03-17,time_moc,96.1433,96.8729,95.6745,3,75.887,48.764,1.556,43.029,bond
TLT,short,2016-03-29,2016-03-30,2016-04-01,stop_gap,97.8056,98.7243,98.6129,2,-93.926,82.542,-1.138,7.69,bond
EEM,short,2016-03-30,2016-03-31,2016-04-05,time_moc,27.237,26.3624,27.5678,3,321.103,121.454,2.644,114.111,equity
EFA,short,2016-03-30,2016-03-31,2016-04-05,time_moc,41.9343,40.3725,42.3821,3,372.433,106.806,3.487,60.912,equity
EFA,long,2016-04-05,2016-04-06,2016-04-11,time_moc,40.5112,41.2264,40.3041,3,176.545,51.108,3.454,32.426,equity
IEF,short,2016-04-07,2016-04-08,2016-04-13,time_moc,87.9014,87.6725,88.1586,3,26.039,29.261,0.89,26.986,bond
EEM,short,2016-04-19,2016-04-20,2016-04-25,time_moc,27.8506,27.3506,28.1734,3,179.541,115.916,1.549,108.735,equity
IEF,short,2016-05-11,2016-05-12,2016-05-13,stop,87.7613,88.1289,88.1289,1,-41.885,41.885,-1.0,19.92,bond
EEM,long,2016-05-13,2016-05-16,2016-05-18,stop,25.9719,25.6591,25.6591,2,-120.451,120.451,-1.0,33.753,equity
IEF,short,2016-06-03,2016-06-06,2016-06-08,stop,88.0669,88.2759,88.2759,2,-23.727,23.727,-1.0,13.986,bond
UUP,long,2016-06-08,2016-06-09,2016-06-14,time_moc,20.3169,20.5425,20.19,3,111.02,62.488,1.777,32.895,dollar
EEM,short,2016-06-23,2016-06-24,2016-06-29,time_moc,26.3125,27.3245,27.9289,3,-384.616,614.301,-0.626,52.432,equity
EFA,short,2016-06-23,2016-06-24,2016-06-29,time_moc,40.1374,40.9641,43.8044,3,-205.975,913.607,-0.225,48.877,equity
UUP,long,2016-06-23,2016-06-24,2016-06-29,time_moc,20.7346,20.7096,20.1399,3,-12.087,286.853,-0.042,24.174,dollar
DBC,long,2016-07-07,2016-07-08,2016-07-13,time_moc,12.5647,12.6055,12.4095,3,32.413,123.576,0.262,107.659,commodity
DBC,long,2016-07-20,2016-07-21,2016-07-22,stop_gap,12.4448,12.3011,12.3165,1,-115.489,103.144,-1.12,74.728,commodity
UUP,long,2016-07-29,2016-08-01,2016-08-02,stop_gap,20.6762,20.5509,20.5826,1,-60.606,45.241,-1.34,24.242,dollar
DBC,short,2016-08-16,2016-08-17,2016-08-18,stop_gap,12.5532,12.7238,12.6408,1,-135.928,69.811,-1.947,53.879,commodity
UUP,long,2016-08-16,2016-08-17,2016-08-18,stop_gap,20.5191,20.4088,20.4406,1,-53.729,38.246,-1.405,28.499,dollar
IEF,long,2016-08-26,2016-08-29,2016-09-01,time_moc,89.1058,89.3394,88.8703,3,26.217,26.426,0.992,24.182,bond
SPY,long,2016-09-09,2016-09-12,2016-09-13,stop,184.0272,181.6392,181.6392,1,-129.766,129.766,-1.0,128.679,equity
DBC,short,2016-10-19,2016-10-20,2016-10-25,time_moc,12.9014,12.9098,13.072,3,-6.553,132.259,-0.05,26.212,commodity
EFA,long,2016-11-04,2016-11-07,2016-11-10,time_moc,42.6623,42.7517,42.1086,3,20.95,129.788,0.161,76.816,equity
SPY,short,2016-11-09,2016-11-10,2016-11-14,stop,184.3289,185.8728,185.8728,2,-83.757,83.757,-1.0,82.672,equity
SPY,short,2016-11-17,2016-11-18,2016-11-21,stop_gap,186.8887,187.635,187.5508,1,-39.931,35.427,-1.127,34.357,equity
IEF,long,2016-12-01,2016-12-02,2016-12-07,time_moc,84.2065,84.688,83.699,3,57.181,60.275,0.949,51.593,bond
TLT,long,2016-12-01,2016-12-02,2016-12-07,time_moc,91.2049,92.1463,90.024,3,103.214,129.484,0.797,114.878,bond
TLT,long,2016-12-09,2016-12-12,2016-12-14,stop,90.044,89.7485,89.7485,2,-32.82,32.82,-1.0,30.598,bond
